,c_name,d_name,cdr_hat,cdr_all,cluster,c_cluster,d_cluster
1759,c0_55,d2_10,0.0036360000000000003,0.00625 & 0.001022,0 & 1,0,1
1760,c0_55,d0_1,0.924753,0.924753,0,0,0
1761,c0_55,d0_2,0.976409,0.976409,0,0,0
1762,c0_55,d0_3,0.804429,0.804429,0,0,0
1763,c0_55,d0_4,0.855122,0.855122,0,0,0
1764,c0_55,d0_5,0.87472,0.87472,0,0,0
1765,c0_55,d0_6,0.932514,0.932514,0,0,0
1766,c0_55,d0_7,0.892245,0.892245,0,0,0
1767,c0_55,d0_8,0.919989,0.919989,0,0,0
1768,c0_55,d0_9,0.778929,0.778929,0,0,0
1769,c0_55,d0_10,0.925563,0.925563,0,0,0
1770,c1_9,d1_1,0.999488,0.999488,2,1 & 2,2
1771,c1_9,d1_2,0.998933,0.998933,2,1 & 2,2
1772,c1_9,d1_3,0.99834,0.99834,2,1 & 2,2
1773,c1_9,d1_4,0.363882,0.363882,2,1 & 2,2
1774,c1_9,d1_5,0.990429,0.990429,2,1 & 2,2
1775,c1_9,d1_6,0.983443,0.983443,2,1 & 2,2
1776,c1_9,d1_7,0.844752,0.844752,2,1 & 2,2
1777,c1_9,d1_8,0.749015,0.749015,2,1 & 2,2
1778,c1_9,d1_9,0.999649,0.999649,2,1 & 2,2
1779,c1_9,d1_10,0.860705,0.860705,2,1 & 2,2
1780,c1_9,d2_1,0.972778,0.972778,1,1 & 2,1
1781,c1_9,d2_2,0.999148,0.999148,1,1 & 2,1
1782,c1_9,d2_3,0.998788,0.998788,1,1 & 2,1
1783,c1_9,d2_4,0.994075,0.994075,1,1 & 2,1
1784,c1_9,d2_5,0.994859,0.994859,1,1 & 2,1
1785,c1_9,d2_6,0.999543,0.999543,1,1 & 2,1
1786,c1_9,d2_7,0.999567,0.999567,1,1 & 2,1
1787,c1_9,d2_8,0.97878,0.97878,1,1 & 2,1
1788,c1_9,d2_9,0.992939,0.992939,1,1 & 2,1
1789,c1_9,d2_10,0.998036,0.998036,1,1 & 2,1
1790,c1_9,d0_1,0.06576433333333333,0.098118 & 0.09904 & 0.000135,0 & 1 & 2,1 & 2,0
1791,c1_9,d0_2,0.126001,0.114461 & 0.196029 & 0.067513,0 & 1 & 2,1 & 2,0
1792,c1_9,d0_3,0.3575163333333333,0.140591 & 0.274584 & 0.657374,0 & 1 & 2,1 & 2,0
1793,c1_9,d0_4,0.12332966666666667,0.15317 & 0.216687 & 0.000132,0 & 1 & 2,1 & 2,0
1794,c1_9,d0_5,0.12603266666666665,0.124764 & 0.221611 & 0.031723,0 & 1 & 2,1 & 2,0
1795,c1_9,d0_6,0.08103466666666667,0.098479 & 0.144531 & 9.4e-05,0 & 1 & 2,1 & 2,0
1796,c1_9,d0_7,0.12891066666666665,0.181386 & 0.198685 & 0.006661,0 & 1 & 2,1 & 2,0
1797,c1_9,d0_8,0.10339100000000001,0.074763 & 0.202959 & 0.032451,0 & 1 & 2,1 & 2,0
1798,c1_9,d0_9,0.035536333333333336,0.054911 & 0.051693 & 5e-06,0 & 1 & 2,1 & 2,0
1799,c1_9,d0_10,0.190723,0.149765 & 0.229954 & 0.19245,0 & 1 & 2,1 & 2,0
1800,c1_14,d1_1,0.999971,0.999971,2,1 & 2,2
1801,c1_14,d1_2,0.999985,0.999985,2,1 & 2,2
1802,c1_14,d1_3,0.998912,0.998912,2,1 & 2,2
1803,c1_14,d1_4,0.99405,0.99405,2,1 & 2,2
1804,c1_14,d1_5,0.999864,0.999864,2,1 & 2,2
1805,c1_14,d1_6,0.999882,0.999882,2,1 & 2,2
1806,c1_14,d1_7,0.999228,0.999228,2,1 & 2,2
1807,c1_14,d1_8,0.998854,0.998854,2,1 & 2,2
1808,c1_14,d1_9,0.999648,0.999648,2,1 & 2,2
1809,c1_14,d1_10,0.992352,0.992352,2,1 & 2,2
1810,c1_14,d2_1,0.725028,0.725028,1,1 & 2,1
1811,c1_14,d2_2,0.987067,0.987067,1,1 & 2,1
1812,c1_14,d2_3,0.987525,0.987525,1,1 & 2,1
1813,c1_14,d2_4,0.880046,0.880046,1,1 & 2,1
1814,c1_14,d2_5,0.926522,0.926522,1,1 & 2,1
1815,c1_14,d2_6,0.989643,0.989643,1,1 & 2,1
1816,c1_14,d2_7,0.973374,0.973374,1,1 & 2,1
1817,c1_14,d2_8,0.67175,0.67175,1,1 & 2,1
1818,c1_14,d2_9,0.901528,0.901528,1,1 & 2,1
1819,c1_14,d2_10,0.957148,0.957148,1,1 & 2,1
1820,c1_14,d0_1,0.057092666666666674,0.142967 & 0.028288 & 2.3e-05,0 & 1 & 2,1 & 2,0
1821,c1_14,d0_2,0.16192066666666668,0.16541 & 0.080839 & 0.239513,0 & 1 & 2,1 & 2,0
1822,c1_14,d0_3,0.32653533333333334,0.200537 & 0.291965 & 0.487104,0 & 1 & 2,1 & 2,0
1823,c1_14,d0_4,0.110083,0.217125 & 0.113063 & 6.1e-05,0 & 1 & 2,1 & 2,0
1824,c1_14,d0_5,0.18484133333333333,0.179371 & 0.236733 & 0.13842,0 & 1 & 2,1 & 2,0
1825,c1_14,d0_6,0.09965433333333334,0.143466 & 0.155444 & 5.3e-05,0 & 1 & 2,1 & 2,0
1826,c1_14,d0_7,0.13666433333333336,0.253593 & 0.09271 & 0.06369,0 & 1 & 2,1 & 2,0
1827,c1_14,d0_8,0.127886,0.110242 & 0.214468 & 0.058948,0 & 1 & 2,1 & 2,0
1828,c1_14,d0_9,0.032744,0.083999 & 0.01423 & 3e-06,0 & 1 & 2,1 & 2,0
1829,c1_14,d0_10,0.11172533333333334,0.212655 & 0.072221 & 0.0503,0 & 1 & 2,1 & 2,0
1830,c0_25,d1_1,0.001332,0.002661 & 3e-06,0 & 2,0,2
1831,c0_25,d1_2,0.002188,0.002609 & 0.001767,0 & 2,0,2
1832,c0_25,d1_3,0.001938,0.003042 & 0.000834,0 & 2,0,2
1833,c0_25,d1_4,0.000466,0.000915 & 1.7e-05,0 & 2,0,2
1834,c0_25,d1_5,0.00011999999999999999,0.000118 & 0.000122,0 & 2,0,2
1835,c0_25,d1_6,0.0039045,0.007668 & 0.000141,0 & 2,0,2
1836,c0_25,d1_7,0.001658,0.003313 & 3e-06,0 & 2,0,2
1837,c0_25,d1_8,0.006149,0.012235 & 6.3e-05,0 & 2,0,2
1838,c0_25,d1_9,0.003762,0.007517 & 7e-06,0 & 2,0,2
1839,c0_25,d1_10,0.009666500000000001,0.019328 & 5e-06,0 & 2,0,2
1840,c0_25,d2_1,0.0067015,0.011688 & 0.001715,0 & 1,0,1
1841,c0_25,d2_2,0.006328,0.010609 & 0.002047,0 & 1,0,1
1842,c0_25,d2_3,0.00032799999999999995,0.000618 & 3.8e-05,0 & 1,0,1
1843,c0_25,d2_4,0.0011840000000000002,0.00177 & 0.000598,0 & 1,0,1
1844,c0_25,d2_5,0.001572,0.002435 & 0.000709,0 & 1,0,1
1845,c0_25,d2_6,0.006124999999999999,0.010915 & 0.001335,0 & 1,0,1
1846,c0_25,d2_7,0.007931,0.015746 & 0.000116,0 & 1,0,1
1847,c0_25,d2_8,0.0028439999999999997,0.005069 & 0.000619,0 & 1,0,1
1848,c0_25,d2_9,0.0012959999999999998,0.001333 & 0.001259,0 & 1,0,1
1849,c0_25,d2_10,0.0016265,0.002773 & 0.00048,0 & 1,0,1
1850,c0_25,d0_1,0.999317,0.999317,0,0,0
1851,c0_25,d0_2,0.999759,0.999759,0,0,0
1852,c0_25,d0_3,0.996938,0.996938,0,0,0
1853,c0_25,d0_4,0.997639,0.997639,0,0,0
1854,c0_25,d0_5,0.998426,0.998426,0,0,0
1855,c0_25,d0_6,0.99939,0.99939,0,0,0
1856,c0_25,d0_7,0.997938,0.997938,0,0,0
1857,c0_25,d0_8,0.999317,0.999317,0,0,0
1858,c0_25,d0_9,0.997773,0.997773,0,0,0
1859,c0_25,d0_10,0.998907,0.998907,0,0,0
1860,c1_4,d1_1,0.999997,0.999997,2,1 & 2,2
1861,c1_4,d1_2,0.999989,0.999989,2,1 & 2,2
1862,c1_4,d1_3,0.999994,0.999994,2,1 & 2,2
1863,c1_4,d1_4,0.97438,0.97438,2,1 & 2,2
1864,c1_4,d1_5,0.999954,0.999954,2,1 & 2,2
1865,c1_4,d1_6,0.999919,0.999919,2,1 & 2,2
1866,c1_4,d1_7,0.998599,0.998599,2,1 & 2,2
1867,c1_4,d1_8,0.74375,0.74375,2,1 & 2,2
1868,c1_4,d1_9,0.999999,0.999999,2,1 & 2,2
1869,c1_4,d1_10,0.999225,0.999225,2,1 & 2,2
1870,c1_4,d2_1,0.997094,0.997094,1,1 & 2,1
1871,c1_4,d2_2,0.999958,0.999958,1,1 & 2,1
1872,c1_4,d2_3,0.999947,0.999947,1,1 & 2,1
1873,c1_4,d2_4,0.999374,0.999374,1,1 & 2,1
1874,c1_4,d2_5,0.999743,0.999743,1,1 & 2,1
1875,c1_4,d2_6,0.999952,0.999952,1,1 & 2,1
1876,c1_4,d2_7,0.999982,0.999982,1,1 & 2,1
1877,c1_4,d2_8,0.997729,0.997729,1,1 & 2,1
1878,c1_4,d2_9,0.999647,0.999647,1,1 & 2,1
1879,c1_4,d2_10,0.999793,0.999793,1,1 & 2,1
1880,c1_4,d0_1,0.03791033333333333,0.003248 & 0.110148 & 0.000335,0 & 1 & 2,1 & 2,0
1881,c1_4,d0_2,0.08348966666666667,0.007769 & 0.213593 & 0.029107,0 & 1 & 2,1 & 2,0
1882,c1_4,d0_3,0.17112533333333335,0.000788 & 0.261071 & 0.251517,0 & 1 & 2,1 & 2,0
1883,c1_4,d0_4,0.078965,0.001006 & 0.23556 & 0.000329,0 & 1 & 2,1 & 2,0
1884,c1_4,d0_5,0.07512233333333333,0.002032 & 0.20995 & 0.013385,0 & 1 & 2,1 & 2,0
1885,c1_4,d0_6,0.04675233333333333,0.003984 & 0.136216 & 5.7e-05,0 & 1 & 2,1 & 2,0
1886,c1_4,d0_7,0.07363466666666667,0.001712 & 0.216423 & 0.002769,0 & 1 & 2,1 & 2,0
1887,c1_4,d0_8,0.06977966666666666,0.003603 & 0.192038 & 0.013698,0 & 1 & 2,1 & 2,0
1888,c1_4,d0_9,0.020312,0.000737 & 0.060185 & 1.4e-05,0 & 1 & 2,1 & 2,0
1889,c1_4,d0_10,0.24470366666666665,0.003406 & 0.522902 & 0.207803,0 & 1 & 2,1 & 2,0
1890,c1_18,d1_1,0.997617,0.997617,2,1 & 2,2
1891,c1_18,d1_2,0.992338,0.992338,2,1 & 2,2
1892,c1_18,d1_3,0.201787,0.201787,2,1 & 2,2
1893,c1_18,d1_4,0.968384,0.968384,2,1 & 2,2
1894,c1_18,d1_5,0.839982,0.839982,2,1 & 2,2
1895,c1_18,d1_6,0.990581,0.990581,2,1 & 2,2
1896,c1_18,d1_7,0.963349,0.963349,2,1 & 2,2
1897,c1_18,d1_8,0.99833,0.99833,2,1 & 2,2
1898,c1_18,d1_9,0.930659,0.930659,2,1 & 2,2
1899,c1_18,d1_10,0.543461,0.543461,2,1 & 2,2
1900,c1_18,d2_1,0.995995,0.995995,1,1 & 2,1
1901,c1_18,d2_2,0.999941,0.999941,1,1 & 2,1
1902,c1_18,d2_3,0.999931,0.999931,1,1 & 2,1
1903,c1_18,d2_4,0.99709,0.99709,1,1 & 2,1
1904,c1_18,d2_5,0.999646,0.999646,1,1 & 2,1
1905,c1_18,d2_6,0.999776,0.999776,1,1 & 2,1
1906,c1_18,d2_7,0.999892,0.999892,1,1 & 2,1
1907,c1_18,d2_8,0.989498,0.989498,1,1 & 2,1
1908,c1_18,d2_9,0.999513,0.999513,1,1 & 2,1
1909,c1_18,d2_10,0.999037,0.999037,1,1 & 2,1
1910,c1_18,d0_1,0.005966333333333334,5.3e-05 & 0.017846 & 0.0,0 & 1 & 2,1 & 2,0
1911,c1_18,d0_2,0.04723166666666667,0.000234 & 0.052036 & 0.089425,0 & 1 & 2,1 & 2,0
1912,c1_18,d0_3,0.062598,9e-06 & 0.185974 & 0.001811,0 & 1 & 2,1 & 2,0
1913,c1_18,d0_4,0.025123999999999997,1e-05 & 0.075357 & 5e-06,0 & 1 & 2,1 & 2,0
1914,c1_18,d0_5,0.057052,2.6e-05 & 0.14664 & 0.02449,0 & 1 & 2,1 & 2,0
1915,c1_18,d0_6,0.03090266666666666,6.6e-05 & 0.092536 & 0.000106,0 & 1 & 2,1 & 2,0
1916,c1_18,d0_7,0.05009033333333333,1.9e-05 & 0.059954 & 0.090298,0 & 1 & 2,1 & 2,0
1917,c1_18,d0_8,0.04647833333333332,7e-05 & 0.133218 & 0.006147,0 & 1 & 2,1 & 2,0
1918,c1_18,d0_9,0.00298,9e-06 & 0.00893 & 1e-06,0 & 1 & 2,1 & 2,0
1919,c1_18,d0_10,0.04313133333333333,5e-05 & 0.120833 & 0.008511,0 & 1 & 2,1 & 2,0
1920,c2_4,d1_1,0.458197,0.916394 & 0.0,1 & 2,1,2
1921,c2_4,d1_2,0.4740115,0.94802 & 3e-06,1 & 2,1,2
1922,c2_4,d1_3,0.424115,0.848225 & 5e-06,1 & 2,1,2
1923,c2_4,d1_4,0.4391855,0.878371 & 0.0,1 & 2,1,2
1924,c2_4,d1_5,0.426196,0.852392 & 0.0,1 & 2,1,2
1925,c2_4,d1_6,0.486959,0.973918 & 0.0,1 & 2,1,2
1926,c2_4,d1_7,0.256303,0.512606 & 0.0,1 & 2,1,2
1927,c2_4,d1_8,0.3016965,0.603393 & 0.0,1 & 2,1,2
1928,c2_4,d1_9,0.470293,0.940586 & 0.0,1 & 2,1,2
1929,c2_4,d1_10,0.420545,0.84109 & 0.0,1 & 2,1,2
1930,c2_4,d2_1,0.993383,0.993383,1,1,1
1931,c2_4,d2_2,0.998856,0.998856,1,1,1
1932,c2_4,d2_3,0.98912,0.98912,1,1,1
1933,c2_4,d2_4,0.998072,0.998072,1,1,1
1934,c2_4,d2_5,0.992524,0.992524,1,1,1
1935,c2_4,d2_6,0.999835,0.999835,1,1,1
1936,c2_4,d2_7,0.999272,0.999272,1,1,1
1937,c2_4,d2_8,0.994866,0.994866,1,1,1
1938,c2_4,d2_9,0.996915,0.996915,1,1,1
1939,c2_4,d2_10,0.998022,0.998022,1,1,1
1940,c2_4,d0_1,0.1413745,0.1856 & 0.097149,0 & 1,1,0
1941,c2_4,d0_2,0.1907775,0.213072 & 0.168483,0 & 1,1,0
1942,c2_4,d0_3,0.225043,0.255225 & 0.194861,0 & 1,1,0
1943,c2_4,d0_4,0.22517900000000002,0.274781 & 0.175577,0 & 1,1,0
1944,c2_4,d0_5,0.1919745,0.229946 & 0.154003,0 & 1,1,0
1945,c2_4,d0_6,0.14185399999999998,0.186215 & 0.097493,0 & 1,1,0
1946,c2_4,d0_7,0.246263,0.317013 & 0.175513,0 & 1,1,0
1947,c2_4,d0_8,0.1423915,0.144765 & 0.140018,0 & 1,1,0
1948,c2_4,d0_9,0.0809935,0.111332 & 0.050655,0 & 1,1,0
1949,c2_4,d0_10,0.2933015,0.269533 & 0.31707,0 & 1,1,0
1950,c2_38,d1_1,0.3572475,0.714495 & 0.0,1 & 2,1,2
1951,c2_38,d1_2,0.4312115,0.862418 & 5e-06,1 & 2,1,2
1952,c2_38,d1_3,0.35172349999999997,0.703436 & 1.1e-05,1 & 2,1,2
1953,c2_38,d1_4,0.317106,0.634212 & 0.0,1 & 2,1,2
1954,c2_38,d1_5,0.2757525,0.551505 & 0.0,1 & 2,1,2
1955,c2_38,d1_6,0.444026,0.888052 & 0.0,1 & 2,1,2
1956,c2_38,d1_7,0.069662,0.139324 & 0.0,1 & 2,1,2
1957,c2_38,d1_8,0.292498,0.584996 & 0.0,1 & 2,1,2
1958,c2_38,d1_9,0.391997,0.783994 & 0.0,1 & 2,1,2
1959,c2_38,d1_10,0.2793385,0.558677 & 0.0,1 & 2,1,2
1960,c2_38,d2_1,0.996096,0.996096,1,1,1
1961,c2_38,d2_2,0.999604,0.999604,1,1,1
1962,c2_38,d2_3,0.996891,0.996891,1,1,1
1963,c2_38,d2_4,0.99676,0.99676,1,1,1
1964,c2_38,d2_5,0.99312,0.99312,1,1,1
1965,c2_38,d2_6,0.999722,0.999722,1,1,1
1966,c2_38,d2_7,0.999941,0.999941,1,1,1
1967,c2_38,d2_8,0.995121,0.995121,1,1,1
1968,c2_38,d2_9,0.997825,0.997825,1,1,1
1969,c2_38,d2_10,0.996676,0.996676,1,1,1
1970,c2_38,d0_1,0.048018000000000005,0.005708 & 0.090328,0 & 1,1,0
1971,c2_38,d0_2,0.0719345,0.013358 & 0.130511,0 & 1,1,0
1972,c2_38,d0_3,0.06869449999999999,0.001598 & 0.135791,0 & 1,1,0
1973,c2_38,d0_4,0.0690545,0.00184 & 0.136269,0 & 1,1,0
1974,c2_38,d0_5,0.0616245,0.00442 & 0.118829,0 & 1,1,0
1975,c2_38,d0_6,0.040568999999999994,0.007043 & 0.074095,0 & 1,1,0
1976,c2_38,d0_7,0.0698315,0.003446 & 0.136217,0 & 1,1,0
1977,c2_38,d0_8,0.0569225,0.006214 & 0.107631,0 & 1,1,0
1978,c2_38,d0_9,0.045878499999999996,0.001606 & 0.090151,0 & 1,1,0
1979,c2_38,d0_10,0.026374,0.007397 & 0.045351,0 & 1,1,0
1980,c0_37,d1_1,0.020039,0.014368 & 0.02571,0 & 2,0,2
1981,c0_37,d1_2,0.0643815,0.01596 & 0.112803,0 & 2,0,2
1982,c0_37,d1_3,0.022097,0.018565 & 0.025629,0 & 2,0,2
1983,c0_37,d1_4,0.0069535,0.005424 & 0.008483,0 & 2,0,2
1984,c0_37,d1_5,0.023326,0.000658 & 0.045994,0 & 2,0,2
1985,c0_37,d1_6,0.0864855,0.037585 & 0.135386,0 & 2,0,2
1986,c0_37,d1_7,0.010968,0.017082 & 0.004854,0 & 2,0,2
1987,c0_37,d1_8,0.039347,0.066984 & 0.01171,0 & 2,0,2
1988,c0_37,d1_9,0.20998050000000001,0.036032 & 0.383929,0 & 2,0,2
1989,c0_37,d1_10,0.0601225,0.085777 & 0.034468,0 & 2,0,2
1990,c0_37,d2_1,0.0882305,0.054438 & 0.122023,0 & 1,0,1
1991,c0_37,d2_2,0.052057,0.057346 & 0.046768,0 & 1,0,1
1992,c0_37,d2_3,0.0038725,0.003502 & 0.004243,0 & 1,0,1
1993,c0_37,d2_4,0.0226665,0.01087 & 0.034463,0 & 1,0,1
1994,c0_37,d2_5,0.015803,0.014906 & 0.0167,0 & 1,0,1
1995,c0_37,d2_6,0.049168500000000004,0.060727 & 0.03761,0 & 1,0,1
1996,c0_37,d2_7,0.098939,0.071153 & 0.126725,0 & 1,0,1
1997,c0_37,d2_8,0.0543325,0.029418 & 0.079247,0 & 1,0,1
1998,c0_37,d2_9,0.038671500000000004,0.008207 & 0.069136,0 & 1,0,1
1999,c0_37,d2_10,0.0141505,0.016944 & 0.011357,0 & 1,0,1
2000,c0_37,d0_1,0.998537,0.998537,0,0,0
2001,c0_37,d0_2,0.999505,0.999505,0,0,0
2002,c0_37,d0_3,0.993733,0.993733,0,0,0
2003,c0_37,d0_4,0.995164,0.995164,0,0,0
2004,c0_37,d0_5,0.996773,0.996773,0,0,0
2005,c0_37,d0_6,0.998699,0.998699,0,0,0
2006,c0_37,d0_7,0.995775,0.995775,0,0,0
2007,c0_37,d0_8,0.998437,0.998437,0,0,0
2008,c0_37,d0_9,0.994916,0.994916,0,0,0
2009,c0_37,d0_10,0.997759,0.997759,0,0,0
2010,c1_7,d1_1,0.99985,0.99985,2,1 & 2,2
2011,c1_7,d1_2,0.998664,0.998664,2,1 & 2,2
2012,c1_7,d1_3,0.944051,0.944051,2,1 & 2,2
2013,c1_7,d1_4,0.995708,0.995708,2,1 & 2,2
2014,c1_7,d1_5,0.993007,0.993007,2,1 & 2,2
2015,c1_7,d1_6,0.999083,0.999083,2,1 & 2,2
2016,c1_7,d1_7,0.998112,0.998112,2,1 & 2,2
2017,c1_7,d1_8,0.999465,0.999465,2,1 & 2,2
2018,c1_7,d1_9,0.999513,0.999513,2,1 & 2,2
2019,c1_7,d1_10,0.995037,0.995037,2,1 & 2,2
2020,c1_7,d2_1,0.984121,0.984121,1,1 & 2,1
2021,c1_7,d2_2,0.999765,0.999765,1,1 & 2,1
2022,c1_7,d2_3,0.999264,0.999264,1,1 & 2,1
2023,c1_7,d2_4,0.995107,0.995107,1,1 & 2,1
2024,c1_7,d2_5,0.998366,0.998366,1,1 & 2,1
2025,c1_7,d2_6,0.999623,0.999623,1,1 & 2,1
2026,c1_7,d2_7,0.999886,0.999886,1,1 & 2,1
2027,c1_7,d2_8,0.982429,0.982429,1,1 & 2,1
2028,c1_7,d2_9,0.998048,0.998048,1,1 & 2,1
2029,c1_7,d2_10,0.997244,0.997244,1,1 & 2,1
2030,c1_7,d0_1,0.07428966666666666,0.133926 & 0.0889 & 4.3e-05,0 & 1 & 2,1 & 2,0
2031,c1_7,d0_2,0.18879666666666664,0.155207 & 0.173432 & 0.237751,0 & 1 & 2,1 & 2,0
2032,c1_7,d0_3,0.13112066666666664,0.188657 & 0.200399 & 0.004306,0 & 1 & 2,1 & 2,0
2033,c1_7,d0_4,0.12847499999999998,0.204513 & 0.18069 & 0.000222,0 & 1 & 2,1 & 2,0
2034,c1_7,d0_5,0.18461266666666665,0.16848 & 0.158609 & 0.226749,0 & 1 & 2,1 & 2,0
2035,c1_7,d0_6,0.07934466666666666,0.134398 & 0.100609 & 0.003027,0 & 1 & 2,1 & 2,0
2036,c1_7,d0_7,0.21890066666666666,0.239511 & 0.180625 & 0.236566,0 & 1 & 2,1 & 2,0
2037,c1_7,d0_8,0.12601733333333334,0.103022 & 0.144276 & 0.130754,0 & 1 & 2,1 & 2,0
2038,c1_7,d0_9,0.041518,0.078346 & 0.046152 & 5.6e-05,0 & 1 & 2,1 & 2,0
2039,c1_7,d0_10,0.1788253333333333,0.200236 & 0.208247 & 0.127993,0 & 1 & 2,1 & 2,0
2040,c0_18,d1_1,0.0199745,0.003684 & 0.036265,0 & 2,0,2
2041,c0_18,d1_2,0.02921,0.003613 & 0.054807,0 & 2,0,2
2042,c0_18,d1_3,0.035615,0.003064 & 0.068166,0 & 2,0,2
2043,c0_18,d1_4,0.0259625,0.000791 & 0.051134,0 & 2,0,2
2044,c0_18,d1_5,0.052358,9.6e-05 & 0.10462,0 & 2,0,2
2045,c0_18,d1_6,0.1826975,0.010595 & 0.3548,0 & 2,0,2
2046,c0_18,d1_7,0.046752,0.004586 & 0.088918,0 & 2,0,2
2047,c0_18,d1_8,0.030398500000000002,0.015921 & 0.044876,0 & 2,0,2
2048,c0_18,d1_9,0.0536525,0.010388 & 0.096917,0 & 2,0,2
2049,c0_18,d1_10,0.16421,0.026043 & 0.302377,0 & 2,0,2
2050,c0_18,d2_1,0.082551,0.016125 & 0.148977,0 & 1,0,1
2051,c0_18,d2_2,0.036422,0.014643 & 0.058201,0 & 1,0,1
2052,c0_18,d2_3,0.0030975,0.000856 & 0.005339,0 & 1,0,1
2053,c0_18,d2_4,0.0227375,0.002451 & 0.043024,0 & 1,0,1
2054,c0_18,d2_5,0.0121575,0.003371 & 0.020944,0 & 1,0,1
2055,c0_18,d2_6,0.0268955,0.015063 & 0.038728,0 & 1,0,1
2056,c0_18,d2_7,0.1018075,0.021345 & 0.18227,0 & 1,0,1
2057,c0_18,d2_8,0.052408500000000004,0.007012 & 0.097805,0 & 1,0,1
2058,c0_18,d2_9,0.0436965,0.001847 & 0.085546,0 & 1,0,1
2059,c0_18,d2_10,0.00905,0.003838 & 0.014262,0 & 1,0,1
2060,c0_18,d0_1,0.998797,0.998797,0,0,0
2061,c0_18,d0_2,0.999642,0.999642,0,0,0
2062,c0_18,d0_3,0.996414,0.996414,0,0,0
2063,c0_18,d0_4,0.997413,0.997413,0,0,0
2064,c0_18,d0_5,0.997884,0.997884,0,0,0
2065,c0_18,d0_6,0.99893,0.99893,0,0,0
2066,c0_18,d0_7,0.99774,0.99774,0,0,0
2067,c0_18,d0_8,0.998714,0.998714,0,0,0
2068,c0_18,d0_9,0.995816,0.995816,0,0,0
2069,c0_18,d0_10,0.998802,0.998802,0,0,0
2070,c0_48,d1_1,0.009364,0.018689 & 3.9e-05,0 & 2,0,2
2071,c0_48,d1_2,0.009715,0.016725 & 0.002705,0 & 2,0,2
2072,c0_48,d1_3,0.0093775,0.012851 & 0.005904,0 & 2,0,2
2073,c0_48,d1_4,0.001789,0.003342 & 0.000236,0 & 2,0,2
2074,c0_48,d1_5,0.00144,0.000405 & 0.002475,0 & 2,0,2
2075,c0_48,d1_6,0.026978000000000002,0.051838 & 0.002118,0 & 2,0,2
2076,c0_48,d1_7,0.0116405,0.023181 & 0.0001,0 & 2,0,2
2077,c0_48,d1_8,0.032322,0.064137 & 0.000507,0 & 2,0,2
2078,c0_48,d1_9,0.0251815,0.049726 & 0.000637,0 & 2,0,2
2079,c0_48,d1_10,0.058339999999999996,0.116099 & 0.000581,0 & 2,0,2
2080,c0_48,d2_1,0.037545,0.074586 & 0.000504,0 & 1,0,1
2081,c0_48,d2_2,0.035898,0.071104 & 0.000692,0 & 1,0,1
2082,c0_48,d2_3,0.0022029999999999997,0.004395 & 1.1e-05,0 & 1,0,1
2083,c0_48,d2_4,0.0063365,0.012497 & 0.000176,0 & 1,0,1
2084,c0_48,d2_5,0.0079625,0.015521 & 0.000404,0 & 1,0,1
2085,c0_48,d2_6,0.036893499999999996,0.073027 & 0.00076,0 & 1,0,1
2086,c0_48,d2_7,0.048429,0.096772 & 8.6e-05,0 & 1,0,1
2087,c0_48,d2_8,0.017639000000000002,0.035096 & 0.000182,0 & 1,0,1
2088,c0_48,d2_9,0.0049050000000000005,0.00944 & 0.00037,0 & 1,0,1
2089,c0_48,d2_10,0.0098675,0.019462 & 0.000273,0 & 1,0,1
2090,c0_48,d0_1,0.932428,0.932428,0,0,0
2091,c0_48,d0_2,0.978935,0.978935,0,0,0
2092,c0_48,d0_3,0.822015,0.822015,0,0,0
2093,c0_48,d0_4,0.868892,0.868892,0,0,0
2094,c0_48,d0_5,0.886873,0.886873,0,0,0
2095,c0_48,d0_6,0.939449,0.939449,0,0,0
2096,c0_48,d0_7,0.899217,0.899217,0,0,0
2097,c0_48,d0_8,0.928112,0.928112,0,0,0
2098,c0_48,d0_9,0.798232,0.798232,0,0,0
2099,c0_48,d0_10,0.933161,0.933161,0,0,0
2100,c0_39,d1_1,0.001091,0.002182 & 0.0,0 & 2,0,2
2101,c0_39,d1_2,0.001077,0.00214 & 1.4e-05,0 & 2,0,2
2102,c0_39,d1_3,0.0009545,0.001909 & 0.0,0 & 2,0,2
2103,c0_39,d1_4,0.0002465,0.000493 & 0.0,0 & 2,0,2
2104,c0_39,d1_5,2.95e-05,5.9e-05 & 0.0,0 & 2,0,2
2105,c0_39,d1_6,0.0031475,0.006295 & 0.0,0 & 2,0,2
2106,c0_39,d1_7,0.001359,0.002718 & 0.0,0 & 2,0,2
2107,c0_39,d1_8,0.004985,0.00997 & 0.0,0 & 2,0,2
2108,c0_39,d1_9,0.0030855,0.006171 & 0.0,0 & 2,0,2
2109,c0_39,d1_10,0.00795,0.0159 & 0.0,0 & 2,0,2
2110,c0_39,d2_1,0.0077865,0.009601 & 0.005972,0 & 1,0,1
2111,c0_39,d2_2,0.006259,0.008713 & 0.003805,0 & 1,0,1
2112,c0_39,d2_3,0.0003205,0.000507 & 0.000134,0 & 1,0,1
2113,c0_39,d2_4,0.001769,0.001451 & 0.002087,0 & 1,0,1
2114,c0_39,d2_5,0.0018035,0.001997 & 0.00161,0 & 1,0,1
2115,c0_39,d2_6,0.0059965,0.008965 & 0.003028,0 & 1,0,1
2116,c0_39,d2_7,0.006564,0.012945 & 0.000183,0 & 1,0,1
